"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
5286,2,0.16,0.29,0.47,0.67,0.79,1
5287,2,0.15,0.26,0.4,0.52,0.67,1
5288,3,0.1,0.19,0.32,0.46,0.72,1
5289,1,0.37,0.49,0.63,0.79,0.88,1
5290,2,0.11,0.25,0.38,0.55,0.69,1
5291,1,0.36,0.5,0.56,0.72,0.84,1
5292,2,0.27,0.32,0.48,0.58,0.78,1
5293,3,0.05,0.13,0.25,0.43,0.55,2
5294,3,0.05,0.12,0.3,0.52,0.68,1
5295,2,0.19,0.25,0.44,0.6,0.81,1
5296,4,0.02,0.05,0.16,0.32,0.49,1
5297,1,0.25,0.48,0.59,0.76,0.87,1
5298,4,0.03,0.07,0.19,0.33,0.49,1
5299,1,0.31,0.51,0.68,0.81,0.84,1
5300,4,0.01,0.04,0.12,0.29,0.53,1
5301,2,0.1,0.23,0.38,0.51,0.7,1
5302,3,0.14,0.24,0.29,0.47,0.67,1
5303,4,0.05,0.09,0.2,0.28,0.39,1
5304,3,0.03,0.08,0.23,0.37,0.55,1
5305,4,0.01,0.04,0.07,0.24,0.41,1
5306,2,0.13,0.31,0.44,0.45,0.62,1
5307,3,0.06,0.16,0.33,0.42,0.59,1
5308,5,0.01,0.03,0.07,0.16,0.37,1
5309,3,0.08,0.13,0.26,0.36,0.59,1
5310,5,0.03,0.05,0.08,0.12,0.24,2
5311,1,0.25,0.36,0.48,0.53,0.68,1
5312,1,0.28,0.51,0.66,0.8,0.91,1
5313,1,0.26,0.39,0.58,0.77,0.85,1
5314,3,0.06,0.16,0.3,0.57,0.64,1
5315,2,0.22,0.29,0.49,0.71,0.83,1
5316,3,0.07,0.14,0.34,0.49,0.76,1
5317,4,0.04,0.12,0.23,0.31,0.47,1
5318,2,0.11,0.29,0.49,0.64,0.77,1
5319,5,0.03,0.05,0.11,0.16,0.25,1
5320,3,0.08,0.14,0.32,0.52,0.61,1
5321,1,0.33,0.5,0.68,0.82,0.84,1
5322,4,0.03,0.08,0.19,0.31,0.52,1
5323,2,0.12,0.32,0.54,0.74,0.83,1
5324,5,0.01,0.02,0.06,0.17,0.33,1
5325,4,0.03,0.06,0.14,0.35,0.47,1
5326,4,0.02,0.05,0.14,0.29,0.51,1
5327,2,0.17,0.33,0.38,0.56,0.68,1
5328,3,0.09,0.16,0.37,0.51,0.7,1
5329,4,0.03,0.1,0.21,0.37,0.49,1
5330,2,0.19,0.32,0.54,0.72,0.79,1
5331,2,0.19,0.26,0.38,0.57,0.76,1
5332,2,0.15,0.26,0.37,0.44,0.56,1
5333,2,0.14,0.28,0.48,0.64,0.76,1
5334,2,0.08,0.24,0.46,0.69,0.74,2
5335,5,0.01,0.03,0.1,0.16,0.36,1
5336,4,0.01,0.05,0.17,0.29,0.42,1
5337,4,0.02,0.06,0.14,0.32,0.46,1
5338,4,0.06,0.09,0.15,0.32,0.5,2
5339,2,0.12,0.23,0.42,0.55,0.72,1
5340,5,0.02,0.03,0.06,0.17,0.28,1
5341,4,0.01,0.04,0.09,0.23,0.53,1
5342,5,0.03,0.05,0.09,0.13,0.35,1
5343,2,0.14,0.28,0.38,0.44,0.63,3
5344,2,0.09,0.23,0.43,0.55,0.68,1
5345,5,0,0.02,0.05,0.15,0.36,1
5346,3,0.05,0.12,0.23,0.39,0.58,1
5347,2,0.21,0.37,0.46,0.65,0.85,1
5348,4,0.04,0.11,0.19,0.37,0.58,1
5349,2,0.18,0.23,0.39,0.44,0.62,1
5350,1,0.23,0.42,0.63,0.79,0.89,1
5351,3,0.08,0.13,0.33,0.45,0.56,1
5352,2,0.19,0.28,0.34,0.44,0.61,1
5353,1,0.29,0.58,0.71,0.87,0.94,1
5354,1,0.28,0.44,0.62,0.75,0.86,1
5355,5,0.02,0.03,0.07,0.12,0.25,1
5356,3,0.14,0.22,0.34,0.53,0.75,1
5357,4,0.03,0.06,0.13,0.28,0.38,1
5358,1,0.23,0.38,0.56,0.63,0.75,2
5359,5,0.03,0.07,0.09,0.17,0.37,1
5360,2,0.11,0.24,0.47,0.57,0.74,1
5361,2,0.16,0.34,0.46,0.59,0.72,1
5362,5,0.01,0.03,0.04,0.18,0.27,1
5363,3,0.1,0.19,0.34,0.54,0.8,2
5364,4,0.04,0.09,0.18,0.35,0.55,1
5365,1,0.34,0.46,0.64,0.77,0.88,1
5366,3,0.06,0.16,0.25,0.44,0.59,1
5367,2,0.13,0.31,0.44,0.53,0.69,1
5368,3,0.04,0.1,0.26,0.46,0.55,1
5369,4,0.02,0.04,0.11,0.36,0.53,2
5370,1,0.29,0.52,0.71,0.8,0.9,1
5371,5,0.03,0.08,0.19,0.22,0.33,1
5372,5,0.02,0.06,0.1,0.2,0.31,1
5373,5,0.02,0.04,0.07,0.11,0.24,1
5374,3,0.03,0.08,0.24,0.41,0.51,2
5375,5,0.01,0.02,0.07,0.11,0.27,1
5376,1,0.33,0.54,0.72,0.83,0.9,1
5377,5,0.01,0.02,0.03,0.08,0.24,1
5378,2,0.11,0.28,0.43,0.58,0.78,1
5379,5,0.02,0.05,0.11,0.16,0.27,1
5380,3,0.06,0.1,0.24,0.41,0.53,1
5381,4,0.02,0.06,0.15,0.32,0.59,1
5382,3,0.04,0.16,0.29,0.42,0.54,1
5383,1,0.28,0.48,0.68,0.79,0.87,1
5384,3,0.11,0.22,0.37,0.5,0.65,1
5385,4,0.03,0.09,0.13,0.28,0.44,1
5386,2,0.18,0.33,0.47,0.69,0.76,1
5387,1,0.33,0.56,0.7,0.8,0.89,1
5388,3,0.08,0.13,0.25,0.36,0.5,1
5389,1,0.33,0.52,0.71,0.75,0.8,1
5390,2,0.19,0.3,0.48,0.59,0.69,1
5391,3,0.08,0.11,0.27,0.41,0.58,1
5392,5,0.03,0.06,0.1,0.16,0.28,1
5393,2,0.25,0.27,0.41,0.55,0.69,2
5394,1,0.34,0.47,0.67,0.84,0.9,1
5395,3,0.09,0.16,0.26,0.51,0.62,1
5396,4,0.04,0.06,0.15,0.24,0.46,1
5397,2,0.16,0.26,0.44,0.59,0.7,1
5398,4,0.04,0.06,0.16,0.25,0.44,1
5399,5,0.01,0.02,0.04,0.16,0.29,1
5400,1,0.37,0.45,0.59,0.74,0.79,1
5401,3,0.06,0.13,0.24,0.36,0.55,1
5402,1,0.28,0.39,0.47,0.63,0.68,1
5403,2,0.17,0.33,0.52,0.68,0.79,1
5404,2,0.12,0.24,0.37,0.54,0.62,2
5405,3,0.11,0.16,0.28,0.44,0.56,1
5406,1,0.29,0.43,0.58,0.69,0.78,1
5407,3,0.12,0.2,0.29,0.46,0.65,1
5408,3,0.11,0.2,0.29,0.46,0.62,1
5409,1,0.35,0.48,0.66,0.69,0.77,1
5410,4,0.01,0.05,0.1,0.26,0.42,1
5411,5,0.02,0.03,0.07,0.18,0.26,1
5412,5,0.02,0.03,0.09,0.18,0.32,1
5413,4,0.03,0.05,0.11,0.31,0.46,1
5414,4,0.05,0.09,0.18,0.37,0.51,1
5415,5,0,0.01,0.03,0.09,0.26,1
5416,5,0.01,0.03,0.07,0.2,0.34,1
5417,4,0.01,0.03,0.12,0.23,0.4,1
5418,1,0.25,0.49,0.6,0.76,0.81,1
5419,2,0.09,0.27,0.47,0.54,0.66,3
5420,5,0.03,0.05,0.09,0.24,0.32,1
5421,3,0.05,0.15,0.24,0.39,0.48,1
5422,5,0.02,0.03,0.06,0.13,0.26,1
5423,4,0.04,0.07,0.15,0.25,0.4,1
5424,2,0.22,0.28,0.44,0.56,0.68,1
5425,3,0.16,0.24,0.35,0.55,0.62,1
5426,1,0.24,0.36,0.51,0.58,0.73,1
5427,3,0.03,0.11,0.35,0.47,0.61,1
5428,2,0.16,0.35,0.52,0.69,0.78,1
5429,5,0.01,0.02,0.08,0.14,0.24,1
5430,1,0.35,0.42,0.54,0.66,0.73,1
5431,1,0.32,0.45,0.67,0.83,0.88,1
5432,1,0.35,0.51,0.7,0.81,0.89,1
5433,4,0.06,0.13,0.24,0.33,0.6,1
5434,4,0.02,0.06,0.12,0.3,0.41,1
5435,2,0.2,0.3,0.47,0.63,0.81,1
5436,2,0.09,0.31,0.49,0.65,0.69,1
5437,3,0.13,0.21,0.33,0.52,0.74,1
5438,5,0.03,0.08,0.13,0.2,0.3,1
5439,5,0,0.01,0.05,0.12,0.31,1
5440,5,0.02,0.05,0.11,0.15,0.37,1
5441,4,0.03,0.05,0.15,0.28,0.41,1
5442,2,0.21,0.37,0.5,0.62,0.73,1
5443,1,0.32,0.47,0.61,0.79,0.89,2
5444,5,0.02,0.05,0.12,0.22,0.34,1
5445,4,0.03,0.08,0.15,0.3,0.51,1
5446,4,0.01,0.03,0.14,0.29,0.41,1
5447,4,0.02,0.06,0.13,0.35,0.61,1
5448,5,0,0.01,0.03,0.08,0.23,2
5449,3,0.05,0.16,0.37,0.48,0.64,1
5450,5,0.01,0.02,0.05,0.12,0.23,1
5451,4,0.03,0.07,0.1,0.28,0.47,1
5452,3,0.06,0.11,0.36,0.54,0.68,1
5453,3,0.05,0.15,0.3,0.46,0.54,1
5454,2,0.11,0.26,0.4,0.57,0.7,1
5455,2,0.19,0.35,0.63,0.76,0.86,1
5456,2,0.19,0.23,0.46,0.72,0.82,3
5457,2,0.09,0.25,0.36,0.43,0.6,2
5458,1,0.35,0.45,0.55,0.72,0.79,1
5459,3,0.04,0.16,0.3,0.42,0.61,1
5460,4,0.06,0.13,0.22,0.37,0.56,1
5461,5,0.01,0.03,0.05,0.11,0.25,1
5462,2,0.11,0.25,0.35,0.48,0.73,1
5463,2,0.14,0.26,0.38,0.5,0.69,1
5464,5,0.01,0.03,0.08,0.17,0.28,1
5465,4,0.06,0.11,0.2,0.33,0.43,1
5466,1,0.29,0.38,0.54,0.62,0.82,2
5467,1,0.28,0.42,0.61,0.8,0.84,1
5468,3,0.12,0.25,0.34,0.53,0.8,1
5469,1,0.37,0.56,0.73,0.85,0.93,1
5470,1,0.26,0.46,0.62,0.82,0.9,2
5471,5,0.03,0.05,0.12,0.14,0.31,1
5472,5,0.03,0.04,0.07,0.16,0.28,1
5473,4,0.02,0.06,0.15,0.26,0.43,2
5474,5,0.02,0.04,0.07,0.11,0.24,1
5475,2,0.11,0.31,0.47,0.62,0.73,2
5476,2,0.18,0.35,0.46,0.62,0.76,1
5477,5,0.02,0.05,0.09,0.14,0.27,1
5478,5,0.02,0.03,0.1,0.17,0.28,1
5479,2,0.13,0.34,0.47,0.55,0.67,2
5480,3,0.12,0.17,0.35,0.6,0.76,1
5481,3,0.09,0.18,0.27,0.44,0.59,1
5482,5,0.02,0.05,0.09,0.13,0.32,1
5483,1,0.27,0.53,0.6,0.73,0.82,1
5484,5,0.01,0.02,0.06,0.17,0.31,1
5485,1,0.35,0.44,0.67,0.81,0.88,1
5486,2,0.13,0.26,0.43,0.59,0.73,1
5487,1,0.33,0.43,0.56,0.74,0.87,1
5488,3,0.07,0.11,0.24,0.44,0.59,2
5489,3,0.04,0.09,0.3,0.38,0.48,1
5490,2,0.14,0.26,0.34,0.5,0.67,1
5491,2,0.19,0.37,0.5,0.63,0.81,1
5492,2,0.15,0.29,0.48,0.67,0.78,2
5493,2,0.1,0.23,0.42,0.67,0.81,1
5494,2,0.14,0.28,0.36,0.51,0.71,1
5495,4,0.06,0.14,0.23,0.33,0.46,1
5496,4,0.07,0.12,0.19,0.34,0.5,1
5497,4,0.02,0.04,0.1,0.26,0.47,1
5498,5,0.01,0.03,0.12,0.17,0.35,1
5499,3,0.05,0.1,0.24,0.45,0.55,1
5500,1,0.24,0.48,0.61,0.7,0.86,1
5501,2,0.1,0.32,0.44,0.67,0.78,1
5502,1,0.26,0.35,0.53,0.68,0.81,1
5503,5,0.01,0.03,0.06,0.16,0.34,1
5504,4,0.04,0.07,0.11,0.28,0.45,1
5505,3,0.03,0.1,0.25,0.35,0.52,1
5506,4,0.02,0.05,0.1,0.29,0.38,1
5507,1,0.36,0.56,0.77,0.86,0.91,1
5508,2,0.1,0.29,0.47,0.66,0.83,1
5509,2,0.22,0.35,0.48,0.61,0.74,1
5510,2,0.17,0.37,0.53,0.74,0.81,1
5511,2,0.2,0.33,0.51,0.73,0.87,2
5512,2,0.1,0.26,0.39,0.54,0.67,1
5513,5,0.02,0.03,0.08,0.11,0.25,1
5514,3,0.08,0.18,0.34,0.56,0.71,1
5515,1,0.35,0.52,0.58,0.79,0.89,1
5516,4,0.05,0.09,0.22,0.36,0.56,1
5517,2,0.07,0.28,0.38,0.54,0.67,1
5518,5,0.01,0.04,0.06,0.14,0.35,1
5519,3,0.04,0.11,0.34,0.52,0.65,1
5520,3,0.07,0.23,0.32,0.47,0.63,1
5521,2,0.16,0.32,0.45,0.56,0.73,1
5522,5,0.01,0.02,0.07,0.17,0.35,1
5523,3,0.06,0.19,0.26,0.52,0.71,2
5524,4,0.07,0.13,0.21,0.29,0.43,1
5525,3,0.07,0.23,0.33,0.51,0.7,1
5526,4,0.01,0.03,0.07,0.24,0.46,1
5527,1,0.35,0.54,0.69,0.83,0.89,1
5528,2,0.19,0.27,0.42,0.56,0.72,1
5529,3,0.06,0.14,0.32,0.58,0.73,1
5530,2,0.16,0.28,0.4,0.6,0.76,2
5531,3,0.05,0.18,0.29,0.38,0.59,1
5532,4,0.01,0.05,0.16,0.25,0.52,1
5533,3,0.07,0.19,0.37,0.49,0.57,2
5534,4,0.02,0.06,0.14,0.31,0.38,3
5535,1,0.37,0.51,0.65,0.7,0.87,1
5536,3,0.04,0.15,0.25,0.4,0.51,1
5537,3,0.04,0.11,0.26,0.38,0.58,3
5538,5,0.01,0.03,0.06,0.11,0.27,1
5539,5,0.01,0.03,0.04,0.19,0.28,2
5540,4,0.01,0.03,0.13,0.33,0.47,2
5541,2,0.14,0.29,0.45,0.56,0.78,1
5542,2,0.21,0.32,0.39,0.46,0.61,1
5543,4,0.03,0.06,0.15,0.29,0.41,1
5544,2,0.16,0.28,0.43,0.6,0.75,1
5545,4,0.03,0.07,0.15,0.24,0.46,1
5546,5,0.06,0.08,0.15,0.23,0.29,1
5547,2,0.17,0.32,0.41,0.68,0.73,1
5548,2,0.21,0.35,0.55,0.64,0.74,1
5549,4,0.04,0.1,0.15,0.32,0.58,2
5550,4,0.03,0.07,0.13,0.26,0.37,1
5551,1,0.32,0.43,0.64,0.79,0.88,1
5552,2,0.1,0.27,0.51,0.7,0.78,1
5553,2,0.15,0.3,0.49,0.66,0.72,1
5554,1,0.29,0.44,0.69,0.84,0.92,1
5555,3,0.08,0.16,0.28,0.35,0.55,1
5556,2,0.12,0.34,0.49,0.65,0.77,2
5557,1,0.26,0.41,0.52,0.73,0.83,1
5558,4,0.02,0.04,0.13,0.26,0.5,1
5559,5,0.01,0.02,0.06,0.13,0.25,1
5560,3,0.11,0.15,0.34,0.41,0.67,1
5561,1,0.24,0.42,0.6,0.72,0.83,2
5562,3,0.06,0.22,0.37,0.54,0.72,1
5563,1,0.24,0.39,0.46,0.59,0.65,1
5564,1,0.28,0.4,0.61,0.72,0.86,1
5565,2,0.22,0.36,0.55,0.67,0.8,1
5566,5,0.01,0.04,0.09,0.24,0.33,2
5567,4,0.05,0.15,0.24,0.34,0.58,2
5568,2,0.15,0.3,0.47,0.56,0.78,1
5569,1,0.24,0.51,0.64,0.74,0.8,1
5570,2,0.24,0.32,0.47,0.64,0.78,1
5571,2,0.19,0.31,0.43,0.51,0.6,1
5572,4,0.03,0.06,0.13,0.33,0.5,1
5573,4,0.02,0.06,0.13,0.31,0.55,1
5574,4,0.03,0.06,0.13,0.27,0.37,1
5575,2,0.19,0.37,0.6,0.73,0.85,1
5576,2,0.11,0.24,0.39,0.55,0.71,1
5577,1,0.31,0.52,0.67,0.76,0.86,1
5578,2,0.18,0.29,0.43,0.6,0.77,1
5579,5,0.01,0.02,0.06,0.17,0.32,2
5580,5,0.01,0.03,0.04,0.14,0.29,2
5581,2,0.13,0.25,0.4,0.57,0.73,1
5582,4,0.05,0.1,0.19,0.35,0.44,1
5583,2,0.2,0.37,0.48,0.65,0.82,2
5584,3,0.07,0.14,0.32,0.49,0.64,1
5585,1,0.35,0.47,0.66,0.83,0.9,1
5586,4,0.05,0.08,0.18,0.34,0.4,1
5587,5,0.01,0.03,0.1,0.17,0.27,1
5588,3,0.08,0.13,0.35,0.43,0.55,1
5589,3,0.07,0.12,0.25,0.4,0.51,1
5590,4,0.02,0.05,0.13,0.28,0.35,1
5591,1,0.34,0.39,0.54,0.55,0.69,1
5592,5,0.01,0.02,0.06,0.12,0.28,1
5593,4,0.04,0.07,0.16,0.33,0.44,1
5594,2,0.15,0.37,0.46,0.65,0.82,1
5595,4,0.02,0.04,0.11,0.27,0.42,1
5596,4,0.02,0.05,0.1,0.24,0.42,1
5597,2,0.14,0.31,0.44,0.57,0.71,3
5598,5,0.01,0.03,0.1,0.14,0.37,1
5599,1,0.31,0.36,0.61,0.76,0.87,1
5600,1,0.36,0.46,0.62,0.79,0.86,1
5601,2,0.21,0.3,0.43,0.57,0.69,1
5602,4,0.02,0.06,0.13,0.27,0.4,1
5603,5,0.02,0.04,0.07,0.17,0.36,1
5604,3,0.09,0.2,0.3,0.48,0.51,1
5605,1,0.25,0.47,0.65,0.74,0.86,1
5606,3,0.08,0.13,0.26,0.48,0.63,1
5607,4,0.05,0.08,0.2,0.34,0.49,2
5608,3,0.07,0.14,0.28,0.48,0.67,1
5609,1,0.27,0.43,0.62,0.67,0.78,1
5610,3,0.05,0.13,0.26,0.43,0.68,1
5611,5,0.03,0.06,0.08,0.19,0.25,1
5612,3,0.13,0.21,0.32,0.4,0.52,1
5613,1,0.34,0.49,0.67,0.8,0.88,1
5614,2,0.19,0.29,0.42,0.55,0.7,1
5615,3,0.04,0.12,0.28,0.42,0.65,1
5616,4,0.06,0.13,0.22,0.33,0.49,1
5617,3,0.15,0.24,0.33,0.54,0.73,2
5618,2,0.16,0.3,0.37,0.47,0.58,1
5619,2,0.15,0.29,0.34,0.5,0.59,1
5620,1,0.31,0.45,0.54,0.55,0.75,1
5621,5,0.01,0.03,0.05,0.1,0.25,1
5622,3,0.07,0.13,0.28,0.43,0.55,1
5623,1,0.25,0.38,0.48,0.67,0.84,1
5624,3,0.08,0.13,0.29,0.41,0.53,1
5625,3,0.05,0.09,0.26,0.43,0.5,1
5626,1,0.28,0.41,0.59,0.76,0.86,1
5627,4,0.03,0.08,0.16,0.35,0.52,1
5628,2,0.18,0.3,0.34,0.44,0.52,2
5629,1,0.31,0.53,0.61,0.76,0.83,1
5630,2,0.23,0.34,0.57,0.78,0.89,1
5631,2,0.18,0.35,0.46,0.62,0.74,1
5632,3,0.08,0.17,0.37,0.49,0.65,1
5633,1,0.25,0.45,0.63,0.79,0.8,1
5634,5,0.01,0.02,0.08,0.15,0.36,1
5635,1,0.3,0.49,0.63,0.75,0.88,1
5636,2,0.22,0.34,0.51,0.59,0.71,1
5637,4,0.06,0.1,0.22,0.3,0.38,1
5638,4,0.03,0.05,0.09,0.25,0.39,3
5639,5,0.01,0.03,0.06,0.14,0.24,1
5640,2,0.11,0.23,0.46,0.71,0.82,1
5641,2,0.15,0.37,0.55,0.68,0.81,1
5642,2,0.12,0.34,0.48,0.69,0.82,1
5643,3,0.05,0.14,0.34,0.56,0.74,1
5644,1,0.36,0.53,0.69,0.8,0.89,1
5645,5,0.01,0.04,0.09,0.22,0.31,1
5646,5,0.01,0.02,0.08,0.18,0.27,1
5647,1,0.27,0.45,0.67,0.79,0.87,1
5648,3,0.06,0.18,0.35,0.42,0.55,1
5649,3,0.04,0.09,0.29,0.41,0.56,1
5650,2,0.15,0.35,0.5,0.7,0.79,1
5651,4,0.07,0.14,0.19,0.36,0.55,1
5652,5,0.01,0.02,0.07,0.13,0.24,1
5653,4,0.01,0.04,0.1,0.28,0.39,1
5654,1,0.29,0.51,0.61,0.77,0.81,1
5655,4,0.01,0.03,0.16,0.33,0.47,1
5656,1,0.27,0.35,0.47,0.59,0.73,1
5657,3,0.04,0.1,0.25,0.38,0.58,1
5658,1,0.26,0.4,0.56,0.7,0.84,1
5659,1,0.28,0.42,0.59,0.66,0.84,1
5660,4,0.04,0.1,0.14,0.27,0.54,2
5661,3,0.06,0.15,0.31,0.5,0.62,1
5662,1,0.37,0.46,0.67,0.77,0.86,1
5663,3,0.08,0.15,0.27,0.49,0.58,1
5664,1,0.26,0.38,0.54,0.71,0.85,1
5665,1,0.35,0.5,0.57,0.75,0.87,1
5666,1,0.23,0.44,0.63,0.78,0.87,1
5667,3,0.09,0.21,0.35,0.54,0.65,1
5668,4,0.08,0.12,0.2,0.33,0.54,1
5669,1,0.29,0.37,0.65,0.82,0.93,1
5670,5,0.01,0.02,0.07,0.23,0.36,1
5671,1,0.31,0.44,0.57,0.71,0.84,1
5672,4,0.01,0.03,0.09,0.25,0.43,1
5673,3,0.14,0.18,0.32,0.48,0.61,1
5674,3,0.07,0.12,0.23,0.39,0.65,1
5675,4,0.04,0.1,0.22,0.37,0.54,1
5676,5,0.01,0.02,0.04,0.11,0.31,1
5677,1,0.29,0.43,0.58,0.68,0.83,1
5678,1,0.33,0.54,0.72,0.86,0.94,1
5679,4,0.01,0.05,0.14,0.28,0.47,1
5680,4,0.01,0.05,0.1,0.31,0.56,1
5681,3,0.1,0.19,0.25,0.38,0.64,1
5682,5,0.02,0.05,0.09,0.14,0.25,1
5683,5,0.01,0.03,0.05,0.1,0.31,1
5684,2,0.22,0.24,0.36,0.46,0.57,1
5685,4,0.02,0.06,0.17,0.35,0.53,1
5686,5,0.01,0.03,0.08,0.2,0.36,2
5687,4,0.02,0.06,0.16,0.34,0.57,1
5688,3,0.06,0.09,0.25,0.41,0.61,1
5689,5,0.01,0.02,0.04,0.12,0.29,1
5690,4,0.02,0.07,0.13,0.27,0.49,1
5691,5,0.01,0.03,0.07,0.19,0.24,1
5692,2,0.15,0.31,0.48,0.65,0.74,1
5693,3,0.1,0.17,0.27,0.45,0.6,1
5694,2,0.1,0.25,0.37,0.62,0.7,1
5695,2,0.14,0.31,0.52,0.72,0.8,1
5696,4,0.03,0.08,0.13,0.27,0.37,1
5697,3,0.07,0.12,0.24,0.39,0.64,1
5698,1,0.32,0.43,0.67,0.75,0.79,1
5699,5,0.01,0.03,0.08,0.15,0.33,2
5700,2,0.11,0.23,0.42,0.57,0.78,1
5701,3,0.03,0.09,0.29,0.45,0.56,1
5702,2,0.19,0.32,0.45,0.56,0.61,1
5703,4,0.03,0.06,0.2,0.36,0.51,1
5704,1,0.28,0.38,0.48,0.64,0.82,1
5705,4,0.04,0.11,0.18,0.34,0.51,1
5706,3,0.09,0.15,0.36,0.6,0.68,1
5707,1,0.3,0.52,0.65,0.74,0.83,1
5708,3,0.09,0.21,0.35,0.51,0.64,2
5709,2,0.16,0.32,0.43,0.68,0.78,1
5710,3,0.11,0.17,0.34,0.56,0.67,1
5711,2,0.19,0.3,0.47,0.61,0.74,1
5712,1,0.33,0.55,0.71,0.8,0.9,1
5713,1,0.37,0.57,0.75,0.8,0.88,1
5714,1,0.25,0.4,0.54,0.6,0.75,1
5715,2,0.17,0.35,0.49,0.7,0.77,1
5716,1,0.26,0.46,0.6,0.78,0.85,1
5717,4,0.04,0.09,0.23,0.36,0.44,2
5718,4,0.01,0.03,0.07,0.24,0.47,1
5719,5,0.01,0.02,0.04,0.09,0.28,1
5720,4,0.04,0.07,0.17,0.26,0.37,1
5721,4,0.03,0.06,0.16,0.31,0.45,1
5722,1,0.24,0.39,0.57,0.72,0.84,1
5723,5,0.01,0.03,0.04,0.11,0.23,1
5724,1,0.37,0.6,0.78,0.84,0.89,1
5725,4,0.03,0.06,0.15,0.28,0.44,1
5726,4,0.03,0.06,0.2,0.36,0.41,1
5727,2,0.17,0.33,0.5,0.6,0.76,1
5728,4,0.04,0.11,0.2,0.35,0.58,1
5729,5,0.01,0.02,0.07,0.14,0.32,1
5730,3,0.12,0.22,0.29,0.4,0.51,1
5731,2,0.16,0.35,0.53,0.75,0.87,2
5732,5,0,0.02,0.04,0.13,0.28,2
5733,2,0.13,0.35,0.51,0.67,0.83,1
5734,4,0.02,0.07,0.14,0.28,0.49,1
5735,3,0.1,0.18,0.29,0.35,0.5,1
5736,3,0.04,0.14,0.31,0.56,0.72,1
5737,2,0.15,0.37,0.51,0.58,0.66,1
5738,4,0.07,0.13,0.2,0.27,0.42,1
5739,4,0.04,0.09,0.17,0.29,0.41,1
5740,3,0.06,0.16,0.33,0.52,0.7,1
5741,5,0.01,0.02,0.04,0.16,0.3,1
5742,5,0.04,0.06,0.09,0.18,0.3,1
5743,3,0.06,0.17,0.33,0.48,0.72,1
5744,1,0.34,0.36,0.51,0.73,0.81,1
5745,3,0.04,0.14,0.29,0.39,0.56,1
5746,2,0.22,0.37,0.59,0.81,0.9,1
5747,5,0.01,0.02,0.06,0.14,0.33,1
5748,2,0.13,0.26,0.39,0.56,0.74,1
5749,1,0.31,0.42,0.64,0.75,0.86,1
5750,3,0.04,0.09,0.26,0.38,0.57,1
5751,2,0.2,0.35,0.49,0.63,0.81,1
5752,5,0.01,0.02,0.06,0.1,0.28,2
5753,1,0.35,0.55,0.67,0.82,0.88,1
5754,1,0.36,0.5,0.7,0.85,0.92,1
5755,1,0.24,0.4,0.6,0.74,0.83,2
5756,1,0.37,0.48,0.62,0.82,0.88,1
5757,4,0.04,0.08,0.19,0.36,0.58,1
5758,4,0.06,0.11,0.23,0.3,0.46,2
5759,2,0.24,0.31,0.34,0.41,0.63,1
5760,4,0.02,0.05,0.13,0.24,0.4,1
5761,3,0.08,0.15,0.28,0.39,0.52,1
5762,3,0.09,0.13,0.29,0.47,0.56,1
5763,2,0.2,0.37,0.55,0.67,0.82,1
5764,4,0.06,0.11,0.13,0.3,0.5,1
5765,1,0.26,0.4,0.61,0.77,0.84,2
5766,1,0.29,0.43,0.61,0.77,0.91,1
5767,1,0.33,0.46,0.67,0.82,0.86,1
5768,2,0.18,0.31,0.57,0.71,0.86,1
5769,1,0.34,0.46,0.62,0.75,0.87,1
5770,2,0.18,0.29,0.46,0.61,0.71,1
5771,4,0.02,0.05,0.11,0.26,0.37,1
5772,2,0.15,0.26,0.38,0.54,0.73,1
5773,1,0.28,0.45,0.59,0.71,0.81,1
5774,5,0,0.02,0.07,0.25,0.3,1
5775,1,0.37,0.51,0.54,0.67,0.83,1
5776,4,0.08,0.13,0.24,0.31,0.41,1
5777,4,0.02,0.05,0.15,0.31,0.46,1
5778,2,0.14,0.32,0.42,0.55,0.69,1
5779,2,0.2,0.36,0.5,0.63,0.78,2
5780,5,0,0.01,0.03,0.11,0.28,1
5781,3,0.06,0.15,0.37,0.49,0.66,1
5782,3,0.04,0.13,0.28,0.46,0.64,2
5783,1,0.26,0.4,0.48,0.6,0.72,1
5784,2,0.14,0.3,0.41,0.53,0.72,1
5785,2,0.23,0.32,0.45,0.63,0.72,1
5786,4,0.04,0.09,0.15,0.3,0.55,1
5787,5,0.01,0.02,0.04,0.07,0.24,1
5788,5,0.01,0.02,0.06,0.16,0.37,1
5789,1,0.33,0.54,0.73,0.86,0.93,1
5790,2,0.12,0.24,0.49,0.69,0.72,1
5791,1,0.37,0.53,0.69,0.83,0.91,1
5792,2,0.21,0.33,0.5,0.67,0.83,1
5793,4,0.06,0.15,0.23,0.35,0.51,1
5794,4,0.04,0.07,0.19,0.33,0.58,1
5795,5,0.02,0.03,0.06,0.18,0.37,1
5796,4,0.01,0.03,0.09,0.27,0.36,1
5797,4,0.02,0.04,0.07,0.27,0.43,1
5798,2,0.09,0.28,0.48,0.69,0.78,1
5799,2,0.17,0.33,0.54,0.71,0.83,1
5800,4,0.03,0.07,0.15,0.28,0.41,1
5801,2,0.15,0.36,0.5,0.73,0.82,1
5802,1,0.29,0.36,0.55,0.67,0.79,1
