"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
4800,2,0.18,0.28,0.39,0.5,0.54,1
4801,5,0.02,0.04,0.07,0.15,0.26,1
4802,5,0.04,0.09,0.15,0.22,0.31,1
4803,3,0.12,0.18,0.26,0.34,0.45,3
4804,4,0.08,0.13,0.2,0.27,0.41,1
4805,3,0.14,0.21,0.31,0.39,0.5,1
4806,5,0.06,0.11,0.22,0.25,0.32,1
4807,5,0.05,0.08,0.13,0.19,0.27,1
4808,4,0.07,0.11,0.16,0.27,0.37,1
4809,4,0.08,0.14,0.21,0.34,0.41,1
4810,2,0.18,0.28,0.35,0.43,0.5,1
4811,2,0.23,0.31,0.46,0.52,0.57,1
4812,3,0.12,0.2,0.3,0.37,0.46,1
4813,4,0.06,0.1,0.15,0.26,0.35,2
4814,3,0.12,0.22,0.3,0.37,0.48,1
4815,5,0.04,0.07,0.12,0.19,0.29,1
4816,3,0.12,0.18,0.3,0.39,0.44,1
4817,5,0.05,0.08,0.13,0.22,0.26,1
4818,4,0.08,0.13,0.22,0.33,0.46,1
4819,2,0.24,0.32,0.44,0.53,0.67,1
4820,1,0.29,0.38,0.47,0.58,0.67,1
4821,5,0.06,0.08,0.12,0.23,0.27,1
4822,3,0.12,0.19,0.26,0.34,0.49,1
4823,1,0.31,0.44,0.59,0.7,0.79,1
4824,1,0.29,0.38,0.55,0.69,0.75,1
4825,1,0.26,0.37,0.55,0.67,0.76,1
4826,3,0.12,0.22,0.3,0.39,0.5,1
4827,3,0.12,0.2,0.33,0.47,0.56,1
4828,4,0.04,0.1,0.2,0.33,0.53,1
4829,4,0.06,0.12,0.18,0.26,0.35,2
4830,3,0.08,0.19,0.28,0.33,0.42,1
4831,5,0.04,0.07,0.1,0.17,0.26,1
4832,4,0.08,0.13,0.19,0.31,0.36,1
4833,3,0.09,0.2,0.31,0.38,0.49,1
4834,4,0.07,0.1,0.21,0.3,0.37,1
4835,1,0.28,0.38,0.48,0.57,0.68,1
4836,2,0.18,0.31,0.45,0.57,0.68,1
4837,5,0.04,0.09,0.14,0.19,0.26,1
4838,5,0.05,0.07,0.14,0.21,0.35,1
4839,1,0.32,0.4,0.48,0.56,0.67,1
4840,3,0.1,0.17,0.3,0.41,0.46,1
4841,4,0.12,0.17,0.26,0.32,0.35,1
4842,5,0.04,0.07,0.11,0.17,0.26,1
4843,2,0.18,0.29,0.4,0.47,0.6,1
4844,4,0.09,0.13,0.22,0.27,0.36,1
4845,2,0.21,0.26,0.38,0.51,0.6,1
4846,3,0.09,0.15,0.32,0.42,0.53,1
4847,5,0.04,0.07,0.11,0.18,0.27,2
4848,3,0.19,0.21,0.26,0.39,0.48,1
4849,2,0.17,0.28,0.4,0.5,0.59,1
4850,5,0.04,0.07,0.14,0.21,0.35,1
4851,3,0.08,0.14,0.28,0.36,0.51,1
4852,1,0.29,0.37,0.43,0.49,0.56,1
4853,1,0.27,0.37,0.49,0.61,0.75,1
4854,5,0.06,0.09,0.13,0.2,0.29,1
4855,3,0.13,0.23,0.33,0.39,0.45,1
4856,4,0.06,0.09,0.15,0.26,0.38,1
4857,1,0.32,0.38,0.46,0.53,0.67,1
4858,5,0.08,0.14,0.18,0.24,0.31,1
4859,4,0.08,0.11,0.17,0.28,0.33,1
4860,2,0.24,0.35,0.53,0.61,0.67,1
4861,5,0.1,0.17,0.19,0.22,0.35,1
4862,2,0.21,0.29,0.42,0.51,0.67,1
4863,4,0.08,0.13,0.21,0.29,0.4,1
4864,2,0.22,0.31,0.44,0.58,0.63,1
4865,4,0.11,0.17,0.24,0.33,0.42,1
4866,2,0.22,0.3,0.35,0.52,0.66,1
4867,3,0.14,0.19,0.34,0.48,0.59,1
4868,3,0.11,0.19,0.27,0.35,0.46,1
4869,5,0.08,0.1,0.15,0.24,0.33,1
4870,5,0.04,0.06,0.12,0.22,0.34,1
4871,5,0.03,0.05,0.08,0.15,0.28,1
4872,2,0.23,0.32,0.35,0.5,0.57,3
4873,3,0.12,0.18,0.32,0.47,0.55,3
4874,5,0.04,0.07,0.14,0.25,0.3,1
4875,1,0.26,0.37,0.44,0.48,0.55,1
4876,1,0.28,0.38,0.53,0.59,0.68,2
4877,5,0.07,0.12,0.15,0.23,0.28,1
4878,5,0.04,0.08,0.14,0.19,0.31,1
4879,2,0.17,0.27,0.41,0.52,0.64,1
4880,1,0.31,0.4,0.51,0.65,0.72,1
4881,2,0.23,0.33,0.37,0.42,0.54,1
4882,5,0.03,0.05,0.09,0.15,0.26,1
4883,1,0.34,0.41,0.47,0.59,0.68,1
4884,3,0.09,0.14,0.26,0.34,0.48,1
4885,5,0.04,0.08,0.12,0.18,0.26,1
4886,2,0.21,0.31,0.47,0.53,0.65,1
4887,1,0.28,0.38,0.43,0.53,0.66,1
4888,1,0.34,0.47,0.59,0.75,0.85,1
4889,4,0.11,0.18,0.24,0.25,0.35,1
4890,1,0.31,0.45,0.55,0.63,0.75,1
4891,1,0.3,0.4,0.56,0.65,0.71,1
4892,4,0.05,0.1,0.17,0.28,0.32,1
4893,3,0.14,0.24,0.3,0.43,0.47,1
4894,1,0.35,0.46,0.5,0.65,0.71,1
4895,2,0.2,0.3,0.41,0.57,0.68,2
4896,4,0.08,0.12,0.18,0.28,0.38,1
4897,5,0.04,0.08,0.11,0.19,0.31,1
4898,3,0.08,0.16,0.29,0.4,0.56,1
4899,2,0.18,0.31,0.4,0.48,0.57,2
4900,2,0.16,0.32,0.46,0.57,0.64,3
4901,3,0.16,0.22,0.27,0.36,0.42,1
4902,3,0.09,0.16,0.28,0.42,0.56,2
4903,3,0.1,0.14,0.26,0.41,0.49,1
4904,3,0.1,0.2,0.31,0.39,0.54,1
4905,4,0.09,0.15,0.2,0.26,0.34,1
4906,4,0.06,0.12,0.15,0.31,0.46,1
4907,3,0.12,0.18,0.25,0.42,0.52,1
4908,4,0.1,0.15,0.2,0.32,0.34,1
4909,3,0.11,0.18,0.27,0.35,0.45,1
4910,2,0.2,0.29,0.38,0.45,0.63,1
4911,1,0.32,0.48,0.58,0.68,0.75,1
4912,3,0.18,0.27,0.31,0.44,0.54,1
4913,5,0.07,0.12,0.15,0.23,0.34,1
4914,1,0.35,0.46,0.57,0.61,0.72,1
4915,4,0.08,0.13,0.2,0.27,0.35,1
4916,1,0.25,0.35,0.41,0.52,0.68,1
4917,5,0.05,0.07,0.11,0.22,0.31,1
4918,1,0.34,0.44,0.47,0.62,0.73,2
4919,5,0.05,0.06,0.11,0.18,0.25,1
4920,2,0.16,0.29,0.44,0.51,0.66,1
4921,1,0.3,0.44,0.54,0.66,0.71,1
4922,3,0.17,0.23,0.26,0.36,0.47,1
4923,3,0.1,0.16,0.28,0.33,0.39,1
4924,2,0.26,0.33,0.5,0.64,0.69,1
4925,1,0.29,0.36,0.49,0.56,0.66,1
4926,3,0.17,0.25,0.33,0.41,0.45,3
4927,2,0.19,0.3,0.35,0.48,0.66,1
4928,1,0.33,0.45,0.52,0.67,0.75,1
4929,2,0.22,0.33,0.36,0.43,0.52,2
4930,4,0.05,0.09,0.19,0.31,0.4,1
4931,4,0.1,0.14,0.21,0.33,0.47,1
4932,4,0.07,0.12,0.2,0.32,0.42,1
4933,2,0.23,0.34,0.42,0.53,0.59,1
4934,3,0.17,0.19,0.33,0.46,0.59,1
4935,5,0.04,0.07,0.14,0.2,0.29,1
4936,5,0.03,0.06,0.11,0.2,0.31,1
4937,2,0.19,0.29,0.4,0.52,0.59,1
4938,5,0.04,0.06,0.11,0.2,0.35,1
4939,5,0.04,0.08,0.13,0.23,0.31,1
4940,3,0.08,0.15,0.26,0.37,0.5,1
4941,2,0.21,0.3,0.39,0.48,0.6,1
4942,5,0.07,0.13,0.18,0.25,0.32,2
4943,3,0.14,0.18,0.33,0.45,0.56,2
4944,2,0.24,0.31,0.4,0.53,0.65,1
4945,4,0.04,0.08,0.15,0.27,0.38,1
4946,3,0.2,0.24,0.27,0.35,0.42,1
4947,3,0.12,0.22,0.34,0.39,0.49,1
4948,3,0.12,0.18,0.31,0.42,0.57,2
4949,4,0.14,0.2,0.25,0.33,0.45,1
4950,5,0.03,0.08,0.12,0.19,0.28,1
4951,5,0.09,0.13,0.17,0.21,0.29,1
4952,3,0.11,0.18,0.28,0.4,0.53,1
4953,4,0.1,0.14,0.2,0.29,0.41,1
4954,2,0.22,0.29,0.4,0.47,0.53,1
4955,4,0.1,0.17,0.22,0.31,0.43,1
4956,2,0.17,0.27,0.39,0.5,0.63,1
4957,2,0.18,0.32,0.43,0.55,0.63,2
4958,5,0.03,0.05,0.08,0.14,0.26,1
4959,1,0.34,0.48,0.64,0.74,0.83,1
4960,2,0.21,0.33,0.43,0.53,0.66,1
4961,1,0.31,0.44,0.47,0.51,0.6,1
4962,3,0.11,0.21,0.27,0.43,0.51,1
4963,4,0.07,0.09,0.17,0.26,0.35,1
4964,4,0.09,0.12,0.18,0.25,0.37,1
4965,1,0.34,0.45,0.55,0.73,0.8,1
4966,1,0.31,0.38,0.48,0.56,0.67,2
4967,1,0.27,0.36,0.46,0.53,0.62,1
4968,2,0.17,0.3,0.39,0.48,0.63,1
4969,4,0.05,0.09,0.2,0.31,0.39,1
4970,4,0.06,0.11,0.17,0.3,0.33,1
4971,5,0.05,0.07,0.12,0.16,0.26,1
4972,3,0.19,0.23,0.34,0.39,0.57,1
4973,5,0.03,0.06,0.14,0.19,0.3,1
4974,4,0.06,0.09,0.18,0.34,0.49,1
4975,4,0.09,0.14,0.18,0.32,0.43,1
4976,3,0.16,0.25,0.31,0.41,0.54,1
4977,1,0.33,0.43,0.54,0.67,0.77,2
4978,2,0.17,0.28,0.36,0.5,0.63,1
4979,5,0.08,0.11,0.14,0.21,0.31,1
4980,5,0.06,0.1,0.14,0.2,0.32,1
4981,1,0.29,0.37,0.45,0.62,0.76,1
4982,4,0.04,0.08,0.17,0.28,0.44,1
4983,4,0.11,0.18,0.24,0.31,0.39,1
4984,2,0.19,0.34,0.44,0.59,0.71,1
4985,5,0.06,0.11,0.19,0.23,0.35,1
4986,4,0.08,0.13,0.24,0.33,0.39,1
4987,2,0.15,0.26,0.42,0.55,0.64,1
4988,1,0.28,0.43,0.54,0.69,0.77,1
4989,1,0.33,0.4,0.54,0.66,0.73,1
4990,5,0.03,0.05,0.08,0.18,0.33,1
4991,5,0.04,0.06,0.12,0.21,0.28,1
4992,1,0.29,0.4,0.55,0.65,0.75,1
4993,1,0.31,0.35,0.42,0.57,0.61,1
4994,1,0.29,0.37,0.53,0.63,0.67,2
4995,2,0.22,0.33,0.38,0.51,0.57,2
4996,3,0.11,0.18,0.27,0.37,0.46,1
4997,4,0.07,0.11,0.2,0.33,0.39,1
4998,3,0.14,0.21,0.3,0.36,0.54,1
4999,2,0.17,0.3,0.34,0.48,0.6,1
5000,2,0.19,0.32,0.47,0.53,0.66,1
5001,2,0.24,0.33,0.39,0.52,0.63,1
5002,3,0.14,0.19,0.32,0.45,0.57,1
5003,3,0.15,0.21,0.28,0.34,0.43,1
5004,2,0.18,0.28,0.34,0.47,0.59,1
5005,3,0.12,0.17,0.27,0.38,0.44,1
5006,3,0.14,0.19,0.33,0.38,0.49,2
5007,4,0.11,0.18,0.25,0.3,0.41,1
5008,1,0.32,0.35,0.48,0.66,0.8,1
5009,3,0.11,0.2,0.29,0.38,0.46,1
5010,2,0.22,0.3,0.36,0.41,0.5,1
5011,1,0.34,0.45,0.54,0.67,0.79,1
5012,2,0.17,0.28,0.39,0.49,0.61,1
5013,1,0.29,0.33,0.52,0.6,0.73,1
5014,4,0.05,0.09,0.19,0.29,0.4,1
5015,3,0.15,0.23,0.34,0.37,0.46,1
5016,5,0.03,0.05,0.1,0.22,0.33,1
5017,5,0.04,0.08,0.15,0.19,0.29,1
5018,3,0.18,0.2,0.32,0.37,0.48,1
5019,3,0.17,0.24,0.32,0.48,0.63,1
5020,5,0.03,0.06,0.07,0.13,0.27,1
5021,2,0.2,0.28,0.38,0.48,0.65,1
5022,5,0.08,0.11,0.17,0.25,0.34,1
5023,2,0.23,0.3,0.46,0.56,0.64,1
5024,3,0.11,0.17,0.28,0.36,0.46,1
5025,3,0.12,0.19,0.34,0.46,0.55,1
5026,3,0.11,0.15,0.26,0.39,0.51,1
5027,4,0.08,0.16,0.2,0.28,0.41,1
5028,1,0.35,0.45,0.51,0.62,0.66,1
5029,5,0.04,0.07,0.12,0.17,0.33,1
5030,3,0.09,0.16,0.26,0.34,0.48,1
5031,5,0.04,0.1,0.14,0.25,0.34,1
5032,4,0.07,0.14,0.17,0.29,0.33,1
5033,5,0.07,0.09,0.13,0.19,0.31,1
5034,3,0.13,0.2,0.27,0.41,0.53,1
5035,3,0.1,0.17,0.31,0.42,0.47,1
5036,4,0.12,0.14,0.21,0.33,0.48,1
5037,5,0.06,0.08,0.12,0.19,0.3,1
5038,3,0.12,0.2,0.29,0.44,0.63,1
5039,3,0.09,0.18,0.3,0.38,0.46,2
5040,5,0.04,0.08,0.12,0.18,0.26,1
5041,5,0.07,0.11,0.16,0.23,0.31,1
5042,2,0.19,0.26,0.4,0.52,0.62,2
5043,3,0.11,0.21,0.28,0.37,0.48,2
5044,2,0.2,0.31,0.45,0.59,0.7,1
5045,4,0.08,0.15,0.24,0.31,0.39,1
5046,4,0.07,0.13,0.2,0.3,0.44,2
5047,1,0.26,0.35,0.46,0.62,0.72,1
5048,4,0.05,0.1,0.16,0.27,0.37,1
5049,4,0.09,0.14,0.22,0.34,0.47,1
5050,5,0.03,0.06,0.11,0.2,0.3,1
5051,2,0.19,0.31,0.36,0.42,0.57,1
5052,5,0.04,0.09,0.11,0.14,0.26,1
5053,2,0.24,0.33,0.46,0.6,0.71,1
5054,1,0.35,0.49,0.63,0.74,0.8,1
5055,4,0.1,0.13,0.17,0.28,0.36,2
5056,3,0.1,0.17,0.29,0.41,0.57,1
5057,5,0.09,0.14,0.17,0.22,0.33,1
5058,2,0.21,0.32,0.38,0.49,0.58,1
5059,5,0.03,0.05,0.14,0.22,0.3,1
5060,1,0.29,0.34,0.48,0.63,0.73,1
5061,4,0.09,0.14,0.21,0.26,0.36,1
5062,5,0.04,0.06,0.11,0.18,0.26,1
5063,4,0.12,0.18,0.27,0.31,0.37,1
5064,4,0.05,0.11,0.22,0.32,0.45,1
5065,1,0.31,0.39,0.55,0.65,0.7,2
5066,2,0.22,0.34,0.47,0.57,0.72,5
5067,4,0.11,0.17,0.27,0.31,0.37,1
5068,4,0.06,0.11,0.21,0.28,0.38,1
5069,3,0.08,0.16,0.26,0.35,0.47,1
5070,1,0.28,0.42,0.5,0.58,0.72,1
5071,3,0.17,0.2,0.29,0.38,0.54,1
5072,3,0.09,0.17,0.29,0.36,0.44,2
5073,3,0.1,0.18,0.27,0.39,0.5,2
5074,2,0.17,0.3,0.43,0.54,0.63,1
5075,3,0.15,0.22,0.27,0.4,0.47,1
5076,1,0.28,0.36,0.52,0.6,0.7,1
5077,5,0.04,0.07,0.1,0.18,0.28,1
5078,2,0.2,0.34,0.4,0.56,0.64,1
5079,1,0.32,0.4,0.48,0.59,0.73,1
5080,2,0.21,0.27,0.38,0.52,0.66,1
5081,1,0.28,0.46,0.62,0.65,0.78,2
5082,3,0.14,0.21,0.34,0.43,0.57,1
5083,1,0.32,0.45,0.54,0.66,0.73,1
5084,5,0.04,0.07,0.09,0.21,0.29,1
5085,3,0.12,0.17,0.29,0.42,0.51,1
5086,4,0.08,0.14,0.22,0.26,0.35,1
5087,3,0.11,0.19,0.27,0.39,0.5,1
5088,4,0.08,0.12,0.22,0.35,0.49,1
5089,3,0.13,0.2,0.34,0.48,0.6,1
5090,4,0.09,0.11,0.17,0.26,0.38,1
5091,4,0.11,0.15,0.26,0.33,0.43,2
5092,2,0.18,0.29,0.36,0.49,0.6,2
5093,4,0.06,0.09,0.19,0.32,0.4,1
5094,4,0.08,0.13,0.22,0.28,0.4,1
5095,1,0.34,0.46,0.58,0.7,0.79,1
5096,1,0.28,0.37,0.5,0.62,0.71,1
5097,4,0.07,0.11,0.19,0.29,0.38,2
5098,1,0.27,0.42,0.58,0.73,0.83,1
5099,1,0.31,0.46,0.59,0.67,0.73,1
5100,1,0.31,0.38,0.48,0.59,0.72,1
5101,4,0.06,0.11,0.18,0.27,0.33,1
5102,4,0.09,0.11,0.18,0.31,0.45,1
5103,4,0.07,0.11,0.19,0.27,0.33,1
5104,2,0.17,0.32,0.45,0.49,0.64,1
5105,2,0.17,0.33,0.39,0.51,0.6,1
5106,5,0.05,0.08,0.13,0.21,0.32,1
5107,4,0.05,0.11,0.22,0.34,0.38,1
5108,1,0.31,0.35,0.48,0.57,0.71,1
5109,5,0.05,0.1,0.17,0.25,0.34,1
5110,2,0.24,0.33,0.39,0.52,0.61,1
5111,5,0.05,0.1,0.13,0.19,0.29,1
5112,4,0.11,0.18,0.2,0.31,0.38,1
5113,4,0.06,0.09,0.17,0.28,0.35,1
5114,2,0.19,0.31,0.42,0.56,0.6,1
5115,1,0.26,0.35,0.42,0.46,0.64,1
5116,5,0.05,0.07,0.12,0.24,0.32,1
5117,2,0.21,0.33,0.44,0.53,0.64,1
5118,1,0.31,0.44,0.55,0.65,0.74,1
5119,5,0.06,0.09,0.15,0.19,0.29,1
5120,5,0.07,0.1,0.11,0.2,0.33,1
5121,3,0.16,0.22,0.31,0.43,0.56,1
5122,4,0.09,0.12,0.22,0.31,0.37,1
5123,2,0.23,0.33,0.49,0.55,0.68,1
5124,5,0.07,0.12,0.15,0.22,0.33,1
5125,1,0.28,0.4,0.54,0.7,0.8,1
5126,3,0.17,0.19,0.3,0.38,0.47,1
5127,2,0.19,0.28,0.32,0.44,0.57,1
5128,2,0.16,0.27,0.4,0.47,0.6,1
5129,4,0.06,0.12,0.16,0.27,0.41,3
5130,3,0.14,0.22,0.32,0.41,0.49,3
5131,4,0.08,0.12,0.21,0.33,0.42,1
5132,5,0.05,0.09,0.12,0.21,0.29,1
5133,5,0.04,0.07,0.1,0.2,0.28,1
5134,5,0.03,0.07,0.12,0.23,0.32,1
5135,1,0.29,0.41,0.49,0.61,0.71,1
5136,1,0.35,0.39,0.47,0.57,0.67,1
5137,3,0.17,0.26,0.31,0.33,0.44,1
5138,4,0.05,0.08,0.19,0.31,0.41,1
5139,5,0.06,0.08,0.13,0.21,0.35,1
5140,5,0.05,0.07,0.1,0.16,0.27,1
5141,1,0.29,0.34,0.52,0.67,0.71,1
5142,2,0.21,0.29,0.39,0.48,0.53,2
5143,4,0.06,0.1,0.17,0.33,0.46,1
5144,3,0.07,0.17,0.29,0.42,0.52,1
5145,3,0.18,0.26,0.33,0.43,0.52,2
5146,4,0.08,0.1,0.18,0.27,0.36,1
5147,4,0.14,0.17,0.24,0.35,0.41,1
5148,2,0.19,0.3,0.35,0.45,0.62,1
5149,3,0.16,0.24,0.35,0.44,0.58,2
5150,2,0.19,0.29,0.44,0.53,0.61,1
5151,5,0.07,0.12,0.17,0.23,0.29,1
5152,5,0.04,0.07,0.14,0.19,0.29,1
5153,2,0.24,0.31,0.45,0.53,0.68,1
5154,5,0.03,0.05,0.1,0.2,0.3,1
5155,3,0.12,0.2,0.29,0.34,0.4,1
5156,5,0.05,0.07,0.13,0.17,0.3,1
5157,4,0.13,0.22,0.25,0.31,0.34,1
5158,1,0.3,0.42,0.47,0.54,0.63,1
5159,5,0.05,0.07,0.13,0.18,0.3,1
5160,5,0.07,0.12,0.18,0.22,0.32,1
5161,1,0.28,0.36,0.53,0.66,0.77,1
5162,4,0.05,0.09,0.17,0.27,0.38,1
5163,1,0.3,0.41,0.51,0.66,0.74,1
5164,5,0.11,0.13,0.17,0.21,0.26,1
5165,1,0.26,0.35,0.55,0.69,0.75,1
5166,4,0.08,0.11,0.18,0.28,0.39,1
5167,1,0.3,0.43,0.49,0.57,0.64,1
5168,3,0.13,0.2,0.31,0.42,0.5,1
5169,1,0.33,0.44,0.58,0.62,0.72,1
5170,5,0.05,0.07,0.11,0.16,0.29,1
5171,2,0.2,0.28,0.39,0.51,0.58,1
5172,4,0.07,0.11,0.18,0.29,0.45,1
5173,4,0.07,0.09,0.17,0.29,0.35,1
5174,4,0.1,0.13,0.18,0.28,0.45,1
5175,1,0.3,0.43,0.51,0.63,0.76,1
5176,4,0.04,0.07,0.14,0.28,0.4,1
5177,2,0.16,0.27,0.37,0.46,0.61,1
5178,2,0.21,0.33,0.51,0.62,0.68,1
5179,2,0.2,0.29,0.38,0.55,0.61,1
5180,1,0.31,0.42,0.51,0.62,0.73,1
5181,1,0.27,0.38,0.47,0.58,0.71,1
5182,4,0.1,0.14,0.24,0.32,0.42,1
5183,5,0.05,0.1,0.14,0.24,0.32,1
5184,2,0.16,0.26,0.34,0.36,0.43,1
5185,4,0.07,0.12,0.21,0.3,0.36,1
5186,2,0.18,0.27,0.38,0.46,0.58,1
5187,1,0.34,0.44,0.5,0.6,0.74,1
5188,5,0.07,0.14,0.17,0.22,0.26,1
5189,5,0.02,0.06,0.1,0.17,0.28,1
5190,1,0.33,0.46,0.56,0.75,0.84,3
5191,4,0.05,0.1,0.17,0.27,0.35,1
5192,5,0.07,0.13,0.16,0.24,0.33,1
5193,2,0.16,0.27,0.4,0.5,0.62,1
5194,4,0.03,0.04,0.13,0.27,0.35,2
5195,3,0.14,0.24,0.34,0.49,0.53,1
5196,4,0.03,0.07,0.14,0.26,0.4,1
5197,3,0.09,0.15,0.25,0.37,0.51,2
5198,5,0.05,0.07,0.17,0.25,0.33,1
5199,4,0.1,0.13,0.19,0.27,0.36,1
5200,5,0.05,0.08,0.12,0.18,0.29,1
5201,3,0.08,0.15,0.28,0.4,0.52,1
5202,3,0.11,0.17,0.3,0.38,0.51,1
5203,5,0.03,0.06,0.13,0.2,0.25,3
5204,2,0.21,0.31,0.37,0.44,0.46,1
5205,1,0.28,0.4,0.52,0.59,0.7,1
5206,1,0.26,0.35,0.4,0.49,0.65,1
5207,2,0.18,0.28,0.4,0.54,0.6,1
5208,2,0.2,0.3,0.36,0.48,0.54,1
5209,4,0.08,0.14,0.21,0.25,0.37,1
5210,2,0.24,0.31,0.42,0.55,0.7,1
5211,4,0.06,0.12,0.19,0.28,0.4,1
5212,4,0.09,0.15,0.2,0.33,0.43,1
5213,2,0.19,0.26,0.34,0.52,0.61,1
5214,2,0.25,0.34,0.37,0.54,0.61,1
5215,4,0.05,0.09,0.13,0.25,0.35,1
5216,3,0.14,0.18,0.33,0.37,0.51,1
5217,3,0.11,0.18,0.33,0.46,0.51,2
5218,1,0.35,0.46,0.58,0.63,0.76,1
5219,1,0.3,0.45,0.54,0.69,0.82,1
5220,5,0.04,0.07,0.12,0.22,0.31,1
5221,4,0.11,0.18,0.26,0.31,0.44,1
5222,3,0.18,0.26,0.32,0.39,0.5,1
5223,3,0.11,0.2,0.3,0.41,0.52,1
5224,4,0.1,0.12,0.2,0.3,0.44,1
5225,3,0.08,0.16,0.31,0.4,0.46,1
5226,5,0.07,0.1,0.13,0.23,0.35,1
5227,3,0.13,0.21,0.28,0.41,0.53,1
5228,2,0.2,0.35,0.53,0.62,0.69,1
5229,4,0.1,0.16,0.2,0.33,0.41,1
5230,2,0.18,0.26,0.39,0.46,0.6,1
5231,2,0.21,0.35,0.52,0.61,0.68,1
5232,2,0.16,0.29,0.37,0.45,0.54,1
5233,4,0.07,0.15,0.2,0.31,0.38,1
5234,3,0.11,0.17,0.28,0.32,0.43,1
5235,3,0.13,0.21,0.33,0.43,0.5,1
5236,5,0.05,0.08,0.11,0.2,0.32,1
5237,3,0.13,0.18,0.28,0.36,0.4,2
5238,5,0.04,0.09,0.11,0.17,0.31,1
5239,5,0.05,0.09,0.14,0.19,0.31,1
5240,3,0.11,0.19,0.26,0.4,0.51,2
5241,3,0.1,0.2,0.3,0.41,0.52,1
5242,5,0.06,0.1,0.13,0.24,0.33,1
5243,3,0.15,0.2,0.33,0.43,0.54,1
5244,1,0.35,0.41,0.55,0.68,0.72,1
5245,3,0.15,0.2,0.34,0.37,0.5,1
5246,1,0.26,0.42,0.56,0.7,0.73,1
5247,3,0.1,0.18,0.29,0.39,0.52,1
5248,1,0.34,0.46,0.63,0.74,0.78,1
5249,2,0.19,0.26,0.36,0.55,0.69,1
5250,3,0.16,0.2,0.35,0.49,0.61,1
5251,4,0.06,0.11,0.16,0.29,0.38,2
5252,4,0.06,0.09,0.19,0.35,0.45,1
5253,5,0.06,0.07,0.11,0.19,0.26,1
5254,5,0.04,0.09,0.16,0.24,0.33,1
5255,5,0.04,0.06,0.09,0.15,0.28,1
5256,3,0.1,0.17,0.29,0.39,0.44,1
5257,4,0.1,0.13,0.21,0.32,0.4,1
5258,4,0.1,0.14,0.26,0.33,0.48,1
5259,3,0.16,0.26,0.31,0.35,0.46,1
5260,5,0.04,0.09,0.13,0.17,0.29,1
5261,2,0.21,0.35,0.48,0.59,0.68,1
5262,5,0.02,0.04,0.08,0.14,0.26,1
5263,2,0.23,0.3,0.44,0.59,0.71,2
5264,3,0.11,0.18,0.28,0.37,0.51,1
5265,1,0.29,0.42,0.53,0.64,0.76,1
5266,2,0.2,0.31,0.4,0.49,0.55,2
5267,5,0.07,0.09,0.12,0.2,0.29,1
5268,3,0.13,0.21,0.3,0.38,0.5,1
5269,3,0.13,0.22,0.34,0.46,0.55,1
5270,5,0.05,0.06,0.1,0.18,0.3,1
5271,1,0.31,0.35,0.46,0.57,0.66,1
5272,3,0.13,0.19,0.25,0.37,0.43,1
5273,1,0.26,0.35,0.39,0.48,0.65,1
5274,5,0.05,0.08,0.15,0.22,0.3,1
5275,2,0.26,0.33,0.38,0.45,0.49,1
5276,3,0.14,0.17,0.29,0.42,0.54,1
5277,1,0.33,0.37,0.44,0.49,0.56,1
5278,3,0.11,0.22,0.33,0.48,0.58,1
5279,4,0.09,0.12,0.18,0.26,0.43,1
5280,3,0.13,0.17,0.25,0.35,0.48,1
5281,5,0.03,0.07,0.16,0.21,0.26,1
5282,1,0.31,0.42,0.5,0.65,0.69,1
5283,3,0.09,0.18,0.27,0.39,0.45,1
5284,2,0.24,0.31,0.37,0.47,0.63,2
5285,4,0.07,0.1,0.18,0.28,0.37,1
5286,1,0.26,0.37,0.46,0.6,0.67,1
5287,3,0.12,0.21,0.26,0.36,0.47,1
5288,5,0.07,0.11,0.2,0.21,0.32,1
5289,1,0.28,0.37,0.49,0.63,0.77,1
5290,1,0.28,0.34,0.42,0.53,0.65,1
5291,2,0.25,0.34,0.4,0.51,0.65,1
5292,4,0.07,0.12,0.18,0.3,0.44,1
5293,2,0.2,0.28,0.35,0.41,0.58,1
5294,4,0.05,0.1,0.14,0.27,0.33,1
5295,1,0.34,0.46,0.6,0.7,0.78,1
5296,2,0.2,0.33,0.52,0.71,0.79,1
5297,4,0.05,0.1,0.16,0.32,0.43,1
5298,4,0.06,0.11,0.19,0.3,0.39,1
5299,4,0.1,0.14,0.16,0.26,0.34,1
5300,4,0.11,0.18,0.26,0.31,0.42,1
5301,4,0.08,0.13,0.24,0.27,0.45,1
5302,1,0.33,0.42,0.49,0.64,0.75,1
5303,1,0.35,0.47,0.55,0.68,0.76,1
5304,2,0.19,0.32,0.41,0.53,0.6,1
5305,5,0.03,0.05,0.09,0.17,0.26,2
5306,3,0.15,0.19,0.28,0.41,0.48,1
5307,5,0.09,0.12,0.15,0.25,0.31,1
5308,1,0.25,0.37,0.47,0.6,0.69,1
5309,3,0.11,0.17,0.3,0.48,0.57,1
5310,2,0.2,0.3,0.46,0.58,0.7,1
5311,2,0.18,0.32,0.43,0.55,0.69,1
5312,2,0.22,0.34,0.46,0.62,0.7,1
5313,2,0.17,0.28,0.4,0.55,0.63,1
5314,4,0.07,0.13,0.22,0.33,0.42,1
5315,4,0.05,0.1,0.16,0.26,0.38,1
5316,4,0.09,0.15,0.17,0.26,0.34,1
