"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
5600,2,0.24,0.29,0.34,0.39,0.45,1
5601,5,0.12,0.16,0.21,0.27,0.3,1
5602,3,0.21,0.25,0.31,0.37,0.38,1
5603,2,0.27,0.32,0.38,0.42,0.51,1
5604,1,0.31,0.36,0.4,0.45,0.5,1
5605,4,0.2,0.24,0.28,0.31,0.34,1
5606,1,0.29,0.32,0.38,0.42,0.49,1
5607,4,0.15,0.19,0.23,0.31,0.37,1
5608,3,0.21,0.27,0.31,0.36,0.41,1
5609,4,0.16,0.21,0.25,0.28,0.33,1
5610,3,0.2,0.22,0.29,0.33,0.39,1
5611,3,0.17,0.21,0.28,0.36,0.41,2
5612,2,0.24,0.29,0.37,0.42,0.47,1
5613,2,0.26,0.28,0.36,0.43,0.47,1
5614,5,0.1,0.13,0.17,0.21,0.28,1
5615,2,0.25,0.31,0.39,0.43,0.5,1
5616,1,0.28,0.35,0.39,0.45,0.5,1
5617,2,0.26,0.3,0.35,0.4,0.46,1
5618,1,0.31,0.33,0.34,0.38,0.44,1
5619,3,0.21,0.26,0.28,0.33,0.4,1
5620,3,0.17,0.24,0.29,0.35,0.42,1
5621,4,0.15,0.2,0.26,0.28,0.34,1
5622,1,0.31,0.38,0.46,0.5,0.59,1
5623,2,0.2,0.29,0.37,0.41,0.46,1
5624,1,0.3,0.32,0.37,0.43,0.48,1
5625,2,0.23,0.29,0.33,0.37,0.44,1
5626,5,0.13,0.16,0.22,0.24,0.3,1
5627,1,0.3,0.32,0.38,0.45,0.53,1
5628,2,0.28,0.3,0.36,0.41,0.48,1
5629,5,0.12,0.16,0.18,0.24,0.29,1
5630,5,0.13,0.17,0.18,0.23,0.3,1
5631,3,0.23,0.25,0.3,0.35,0.44,1
5632,5,0.14,0.17,0.21,0.23,0.29,1
5633,5,0.14,0.19,0.22,0.25,0.32,1
5634,1,0.31,0.39,0.47,0.53,0.59,1
5635,1,0.29,0.35,0.41,0.47,0.54,2
5636,3,0.21,0.25,0.31,0.36,0.42,1
5637,2,0.23,0.28,0.34,0.39,0.44,2
5638,3,0.18,0.23,0.28,0.33,0.36,1
5639,3,0.22,0.25,0.3,0.35,0.36,1
5640,3,0.17,0.21,0.3,0.32,0.34,1
5641,1,0.32,0.37,0.43,0.47,0.53,1
5642,4,0.18,0.24,0.26,0.32,0.34,1
5643,5,0.17,0.2,0.22,0.26,0.28,1
5644,5,0.12,0.15,0.19,0.25,0.31,1
5645,5,0.14,0.18,0.21,0.25,0.29,2
5646,1,0.32,0.4,0.43,0.47,0.52,1
5647,4,0.16,0.19,0.21,0.28,0.33,1
5648,1,0.29,0.34,0.4,0.45,0.53,1
5649,3,0.21,0.23,0.29,0.35,0.41,2
5650,4,0.16,0.22,0.29,0.3,0.35,2
5651,1,0.31,0.38,0.43,0.51,0.61,1
5652,2,0.24,0.3,0.35,0.4,0.46,1
5653,4,0.17,0.2,0.24,0.28,0.36,1
5654,2,0.26,0.29,0.31,0.37,0.44,1
5655,1,0.28,0.33,0.37,0.44,0.5,1
5656,1,0.3,0.34,0.38,0.43,0.51,1
5657,1,0.29,0.33,0.36,0.44,0.47,1
5658,1,0.31,0.36,0.41,0.5,0.57,1
5659,5,0.13,0.16,0.19,0.23,0.28,1
5660,3,0.21,0.25,0.29,0.32,0.36,1
5661,2,0.26,0.31,0.33,0.4,0.44,1
5662,1,0.3,0.33,0.4,0.46,0.52,1
5663,1,0.3,0.36,0.38,0.48,0.56,1
5664,4,0.16,0.21,0.25,0.32,0.4,1
5665,2,0.23,0.3,0.33,0.4,0.48,1
5666,4,0.15,0.19,0.21,0.29,0.34,1
5667,2,0.26,0.32,0.39,0.44,0.48,1
5668,2,0.26,0.29,0.35,0.4,0.46,1
5669,1,0.28,0.35,0.4,0.44,0.5,1
5670,5,0.15,0.18,0.19,0.23,0.3,1
5671,1,0.3,0.34,0.38,0.44,0.49,1
5672,2,0.23,0.28,0.35,0.42,0.49,1
5673,2,0.27,0.31,0.36,0.41,0.46,2
5674,3,0.21,0.26,0.31,0.34,0.41,1
5675,5,0.12,0.16,0.22,0.26,0.31,2
5676,3,0.2,0.23,0.3,0.36,0.4,1
5677,3,0.21,0.24,0.3,0.36,0.44,1
5678,2,0.24,0.28,0.33,0.37,0.41,1
5679,1,0.32,0.39,0.47,0.53,0.59,1
5680,5,0.12,0.16,0.22,0.26,0.29,1
5681,1,0.31,0.36,0.39,0.44,0.48,1
5682,5,0.15,0.2,0.23,0.27,0.31,2
5683,4,0.21,0.23,0.26,0.32,0.38,1
5684,2,0.22,0.29,0.35,0.41,0.46,1
5685,2,0.23,0.28,0.33,0.39,0.44,1
5686,1,0.3,0.36,0.4,0.45,0.5,1
5687,4,0.17,0.21,0.26,0.28,0.34,1
5688,2,0.22,0.28,0.32,0.38,0.47,1
5689,4,0.2,0.22,0.26,0.31,0.35,1
5690,5,0.13,0.15,0.19,0.23,0.28,1
5691,2,0.23,0.29,0.32,0.34,0.41,1
5692,5,0.16,0.2,0.23,0.27,0.31,1
5693,3,0.24,0.26,0.32,0.35,0.41,1
5694,1,0.29,0.36,0.42,0.48,0.54,1
5695,3,0.21,0.24,0.3,0.31,0.39,1
5696,1,0.3,0.39,0.43,0.46,0.51,1
5697,3,0.18,0.22,0.3,0.34,0.37,1
5698,5,0.17,0.2,0.21,0.24,0.29,2
5699,4,0.19,0.22,0.26,0.29,0.32,1
5700,2,0.26,0.31,0.36,0.42,0.46,1
5701,2,0.26,0.32,0.37,0.4,0.47,1
5702,3,0.21,0.24,0.29,0.34,0.41,1
5703,2,0.26,0.29,0.37,0.44,0.49,1
5704,1,0.32,0.36,0.41,0.5,0.56,1
5705,3,0.2,0.25,0.29,0.34,0.4,1
5706,2,0.25,0.31,0.39,0.46,0.48,1
5707,2,0.24,0.29,0.33,0.36,0.44,1
5708,1,0.29,0.36,0.41,0.44,0.49,1
5709,2,0.24,0.29,0.33,0.38,0.44,1
5710,4,0.14,0.18,0.25,0.3,0.38,1
5711,1,0.32,0.38,0.44,0.49,0.56,1
5712,1,0.29,0.32,0.38,0.42,0.5,1
5713,1,0.32,0.36,0.41,0.48,0.52,1
5714,2,0.27,0.31,0.36,0.45,0.48,1
5715,4,0.16,0.22,0.27,0.28,0.32,1
5716,5,0.13,0.15,0.18,0.22,0.28,1
5717,1,0.32,0.37,0.42,0.45,0.54,1
5718,5,0.14,0.17,0.19,0.23,0.29,1
5719,2,0.24,0.31,0.36,0.39,0.43,1
5720,1,0.32,0.36,0.42,0.46,0.5,1
5721,4,0.15,0.18,0.24,0.3,0.33,3
5722,1,0.32,0.38,0.42,0.47,0.55,1
5723,2,0.25,0.3,0.34,0.4,0.43,1
5724,1,0.3,0.34,0.39,0.44,0.48,1
5725,5,0.12,0.15,0.19,0.23,0.29,1
5726,4,0.13,0.18,0.24,0.3,0.33,1
5727,3,0.2,0.26,0.31,0.35,0.39,1
5728,1,0.29,0.37,0.42,0.47,0.53,1
5729,2,0.25,0.3,0.34,0.38,0.43,1
5730,1,0.28,0.33,0.38,0.44,0.54,3
5731,3,0.23,0.27,0.31,0.34,0.36,1
5732,3,0.2,0.26,0.32,0.37,0.42,1
5733,5,0.14,0.17,0.23,0.25,0.3,2
5734,3,0.23,0.27,0.3,0.34,0.4,2
5735,3,0.22,0.27,0.29,0.36,0.4,1
5736,3,0.19,0.24,0.31,0.37,0.44,1
5737,5,0.12,0.14,0.18,0.22,0.28,1
5738,1,0.3,0.37,0.45,0.47,0.53,1
5739,5,0.11,0.15,0.18,0.23,0.28,1
5740,4,0.17,0.23,0.26,0.3,0.34,1
5741,4,0.19,0.22,0.27,0.32,0.39,1
5742,4,0.16,0.21,0.25,0.3,0.35,1
5743,5,0.14,0.16,0.21,0.24,0.29,1
5744,3,0.21,0.26,0.31,0.34,0.37,1
5745,4,0.2,0.24,0.25,0.29,0.34,1
5746,4,0.16,0.21,0.24,0.3,0.37,1
5747,5,0.14,0.17,0.22,0.25,0.31,1
5748,2,0.27,0.32,0.37,0.45,0.52,1
5749,5,0.12,0.14,0.18,0.23,0.29,1
5750,3,0.23,0.27,0.32,0.36,0.4,1
5751,3,0.17,0.23,0.28,0.33,0.41,1
5752,3,0.2,0.26,0.31,0.34,0.35,1
5753,3,0.19,0.26,0.31,0.37,0.43,1
5754,5,0.11,0.16,0.2,0.24,0.31,1
5755,1,0.32,0.37,0.4,0.45,0.51,1
5756,1,0.28,0.37,0.46,0.55,0.59,1
5757,5,0.17,0.21,0.23,0.27,0.3,1
5758,1,0.32,0.42,0.47,0.57,0.6,1
5759,4,0.18,0.23,0.24,0.28,0.35,2
5760,4,0.17,0.21,0.25,0.31,0.35,1
5761,2,0.27,0.3,0.37,0.42,0.46,1
5762,1,0.29,0.33,0.4,0.49,0.57,1
5763,2,0.23,0.3,0.34,0.39,0.44,1
5764,3,0.19,0.24,0.31,0.36,0.4,1
5765,1,0.3,0.33,0.37,0.42,0.48,1
5766,4,0.18,0.23,0.25,0.3,0.32,1
5767,5,0.17,0.21,0.23,0.26,0.31,1
5768,5,0.12,0.17,0.22,0.27,0.29,1
5769,1,0.28,0.38,0.43,0.48,0.5,1
5770,2,0.25,0.29,0.36,0.44,0.5,1
5771,3,0.21,0.27,0.32,0.34,0.41,1
5772,3,0.24,0.26,0.31,0.36,0.41,1
5773,2,0.28,0.3,0.36,0.41,0.46,1
5774,2,0.23,0.29,0.32,0.34,0.42,4
5775,1,0.28,0.33,0.4,0.49,0.55,1
5776,3,0.21,0.26,0.32,0.4,0.45,1
5777,5,0.15,0.19,0.25,0.28,0.3,1
5778,2,0.25,0.3,0.34,0.39,0.42,1
5779,1,0.29,0.33,0.4,0.5,0.55,1
5780,4,0.19,0.22,0.26,0.32,0.37,1
5781,3,0.21,0.25,0.31,0.34,0.41,1
5782,1,0.29,0.34,0.39,0.47,0.52,1
5783,3,0.19,0.23,0.28,0.33,0.38,1
5784,4,0.15,0.21,0.25,0.29,0.33,2
5785,1,0.3,0.33,0.4,0.48,0.54,1
5786,5,0.13,0.16,0.17,0.21,0.28,1
5787,4,0.17,0.19,0.24,0.29,0.35,2
5788,1,0.3,0.34,0.42,0.46,0.54,3
5789,2,0.25,0.3,0.37,0.42,0.52,1
5790,2,0.25,0.29,0.34,0.36,0.43,1
5791,3,0.2,0.25,0.32,0.36,0.41,2
5792,5,0.12,0.16,0.19,0.25,0.3,1
5793,3,0.2,0.25,0.28,0.33,0.39,1
5794,3,0.23,0.27,0.32,0.36,0.41,1
5795,2,0.26,0.32,0.37,0.47,0.53,1
5796,5,0.13,0.18,0.2,0.25,0.31,1
5797,2,0.25,0.29,0.34,0.41,0.47,1
5798,2,0.24,0.3,0.36,0.39,0.45,1
5799,1,0.3,0.36,0.41,0.45,0.5,1
5800,4,0.15,0.2,0.24,0.29,0.33,1
5801,1,0.32,0.37,0.42,0.5,0.54,1
5802,4,0.16,0.21,0.24,0.31,0.36,1
5803,2,0.27,0.32,0.36,0.4,0.42,1
5804,4,0.17,0.21,0.23,0.3,0.33,1
5805,5,0.12,0.15,0.19,0.24,0.31,2
5806,5,0.11,0.14,0.17,0.22,0.29,1
5807,4,0.18,0.21,0.26,0.31,0.38,1
5808,2,0.25,0.31,0.37,0.41,0.45,1
5809,5,0.15,0.2,0.24,0.27,0.29,1
5810,4,0.19,0.25,0.27,0.32,0.36,1
5811,4,0.19,0.21,0.24,0.28,0.36,2
5812,5,0.14,0.16,0.2,0.25,0.3,1
5813,1,0.32,0.38,0.46,0.51,0.53,2
5814,2,0.26,0.31,0.36,0.39,0.47,2
5815,4,0.12,0.16,0.21,0.28,0.32,1
5816,4,0.16,0.19,0.26,0.3,0.35,1
5817,5,0.11,0.15,0.19,0.25,0.31,1
5818,3,0.22,0.26,0.32,0.37,0.41,1
5819,5,0.17,0.2,0.22,0.27,0.31,2
5820,2,0.23,0.29,0.33,0.38,0.45,1
5821,1,0.29,0.35,0.39,0.48,0.58,2
5822,1,0.32,0.37,0.44,0.49,0.52,1
5823,4,0.18,0.22,0.25,0.31,0.35,1
5824,4,0.2,0.25,0.26,0.32,0.38,1
5825,2,0.25,0.3,0.36,0.41,0.44,1
5826,5,0.14,0.17,0.2,0.25,0.29,1
5827,2,0.22,0.28,0.36,0.42,0.46,1
5828,4,0.17,0.22,0.26,0.32,0.38,1
5829,5,0.11,0.14,0.17,0.22,0.28,1
5830,1,0.31,0.34,0.37,0.46,0.51,2
5831,1,0.28,0.34,0.36,0.44,0.47,1
5832,4,0.14,0.16,0.23,0.31,0.39,1
5833,3,0.2,0.24,0.29,0.33,0.43,1
5834,1,0.3,0.36,0.41,0.46,0.5,1
5835,4,0.17,0.19,0.25,0.31,0.37,2
5836,5,0.13,0.18,0.2,0.25,0.3,1
5837,1,0.29,0.33,0.4,0.45,0.52,1
5838,5,0.12,0.15,0.18,0.23,0.3,1
5839,5,0.14,0.16,0.23,0.25,0.28,1
5840,1,0.31,0.36,0.41,0.46,0.51,1
5841,3,0.2,0.23,0.31,0.4,0.46,1
5842,4,0.13,0.19,0.24,0.31,0.35,1
5843,1,0.32,0.37,0.42,0.46,0.5,1
5844,3,0.25,0.29,0.3,0.35,0.4,1
5845,3,0.21,0.24,0.31,0.35,0.38,1
5846,1,0.29,0.33,0.36,0.4,0.46,1
5847,2,0.24,0.29,0.33,0.39,0.43,1
5848,1,0.31,0.37,0.43,0.49,0.55,1
5849,4,0.12,0.18,0.22,0.28,0.34,1
5850,3,0.2,0.25,0.31,0.37,0.44,2
5851,2,0.25,0.31,0.35,0.41,0.46,1
5852,4,0.17,0.22,0.26,0.31,0.37,1
5853,1,0.31,0.37,0.42,0.46,0.5,1
5854,5,0.14,0.18,0.21,0.27,0.3,1
5855,2,0.24,0.32,0.38,0.42,0.48,2
5856,1,0.3,0.36,0.45,0.49,0.53,1
5857,5,0.14,0.16,0.18,0.22,0.29,1
5858,1,0.29,0.35,0.37,0.42,0.49,1
5859,4,0.14,0.17,0.22,0.29,0.33,1
5860,4,0.16,0.19,0.22,0.28,0.34,1
5861,2,0.26,0.31,0.38,0.44,0.5,1
5862,2,0.22,0.29,0.34,0.4,0.44,1
5863,4,0.15,0.21,0.24,0.3,0.33,1
5864,3,0.2,0.25,0.3,0.33,0.37,1
5865,3,0.18,0.22,0.29,0.32,0.38,1
5866,1,0.31,0.35,0.4,0.45,0.54,1
5867,4,0.15,0.2,0.25,0.32,0.38,1
5868,5,0.13,0.17,0.21,0.25,0.32,1
5869,1,0.3,0.37,0.43,0.47,0.56,1
5870,4,0.15,0.19,0.23,0.29,0.35,1
5871,5,0.13,0.15,0.19,0.22,0.29,1
5872,2,0.23,0.32,0.37,0.41,0.46,1
5873,4,0.18,0.21,0.24,0.29,0.34,2
5874,4,0.15,0.2,0.25,0.3,0.34,1
5875,2,0.26,0.3,0.36,0.45,0.48,2
5876,3,0.2,0.22,0.3,0.35,0.41,1
5877,3,0.18,0.22,0.29,0.35,0.4,1
5878,1,0.32,0.35,0.37,0.42,0.5,1
5879,5,0.14,0.18,0.22,0.28,0.31,1
5880,2,0.23,0.28,0.34,0.4,0.48,1
5881,1,0.32,0.37,0.43,0.51,0.58,1
5882,5,0.11,0.17,0.2,0.24,0.3,1
5883,2,0.25,0.3,0.35,0.43,0.46,1
5884,5,0.17,0.21,0.25,0.28,0.31,1
5885,3,0.18,0.23,0.32,0.35,0.39,1
5886,1,0.32,0.34,0.41,0.49,0.56,1
5887,1,0.3,0.34,0.36,0.44,0.49,1
5888,5,0.15,0.17,0.19,0.24,0.28,1
5889,5,0.13,0.15,0.18,0.22,0.3,1
5890,4,0.15,0.19,0.23,0.28,0.38,1
5891,5,0.12,0.15,0.18,0.22,0.3,1
5892,5,0.11,0.15,0.18,0.24,0.3,1
5893,4,0.16,0.21,0.24,0.29,0.34,1
5894,2,0.27,0.31,0.39,0.45,0.54,1
5895,2,0.25,0.32,0.38,0.45,0.5,1
5896,1,0.32,0.37,0.43,0.49,0.53,1
5897,2,0.28,0.31,0.36,0.44,0.51,2
5898,1,0.28,0.35,0.37,0.42,0.48,1
5899,3,0.24,0.25,0.31,0.35,0.41,1
5900,4,0.14,0.19,0.23,0.3,0.34,1
5901,4,0.16,0.19,0.24,0.29,0.32,1
5902,2,0.25,0.3,0.34,0.38,0.44,1
5903,2,0.27,0.31,0.33,0.37,0.43,1
5904,2,0.27,0.31,0.37,0.44,0.51,1
5905,1,0.32,0.36,0.38,0.42,0.48,1
5906,1,0.32,0.35,0.39,0.47,0.52,1
5907,4,0.15,0.19,0.24,0.31,0.34,2
5908,1,0.29,0.34,0.42,0.48,0.54,1
5909,4,0.17,0.21,0.27,0.32,0.35,2
5910,4,0.19,0.23,0.26,0.31,0.37,2
5911,2,0.25,0.31,0.39,0.41,0.48,1
5912,2,0.25,0.31,0.36,0.44,0.5,1
5913,5,0.11,0.14,0.17,0.22,0.28,1
5914,4,0.15,0.21,0.24,0.31,0.36,1
5915,1,0.3,0.37,0.44,0.48,0.57,1
5916,2,0.27,0.31,0.37,0.46,0.49,1
5917,5,0.15,0.17,0.2,0.25,0.3,1
5918,1,0.32,0.4,0.47,0.52,0.6,1
5919,4,0.15,0.2,0.23,0.29,0.38,1
5920,5,0.14,0.19,0.22,0.25,0.32,1
5921,4,0.15,0.19,0.22,0.28,0.36,1
5922,5,0.16,0.17,0.21,0.25,0.3,1
5923,2,0.28,0.3,0.36,0.43,0.48,1
5924,3,0.17,0.23,0.3,0.36,0.41,1
5925,5,0.11,0.15,0.17,0.23,0.29,1
5926,4,0.14,0.19,0.25,0.32,0.4,1
5927,2,0.26,0.31,0.38,0.44,0.48,1
5928,5,0.1,0.15,0.19,0.25,0.29,1
5929,1,0.32,0.37,0.41,0.48,0.56,1
5930,4,0.16,0.18,0.22,0.28,0.34,1
5931,5,0.13,0.15,0.19,0.25,0.3,1
5932,2,0.23,0.28,0.34,0.39,0.42,1
5933,1,0.29,0.34,0.39,0.47,0.53,1
5934,4,0.15,0.19,0.24,0.29,0.32,1
5935,1,0.3,0.35,0.41,0.49,0.54,1
5936,5,0.12,0.15,0.2,0.26,0.3,1
5937,4,0.16,0.19,0.24,0.32,0.37,3
5938,2,0.24,0.28,0.33,0.35,0.38,2
5939,4,0.17,0.2,0.27,0.32,0.38,1
5940,5,0.14,0.2,0.23,0.27,0.32,1
5941,5,0.18,0.21,0.22,0.27,0.32,1
5942,2,0.24,0.3,0.34,0.4,0.46,1
5943,5,0.15,0.2,0.24,0.27,0.31,1
5944,3,0.22,0.27,0.31,0.38,0.42,1
5945,5,0.18,0.2,0.21,0.25,0.29,1
5946,2,0.27,0.32,0.39,0.45,0.54,1
5947,4,0.18,0.24,0.27,0.31,0.36,1
5948,3,0.2,0.25,0.32,0.36,0.38,1
5949,1,0.29,0.35,0.45,0.49,0.55,1
5950,3,0.18,0.23,0.29,0.33,0.37,1
5951,3,0.2,0.24,0.29,0.35,0.44,1
5952,4,0.12,0.18,0.24,0.29,0.35,2
5953,5,0.14,0.18,0.22,0.26,0.3,1
5954,2,0.27,0.32,0.36,0.41,0.47,2
5955,3,0.19,0.25,0.28,0.32,0.38,1
5956,1,0.3,0.39,0.43,0.47,0.52,1
5957,5,0.12,0.17,0.21,0.25,0.31,1
5958,2,0.26,0.3,0.34,0.38,0.41,1
5959,1,0.31,0.35,0.42,0.48,0.53,1
5960,2,0.21,0.29,0.34,0.38,0.43,1
5961,4,0.18,0.22,0.27,0.3,0.34,1
5962,5,0.19,0.2,0.22,0.27,0.31,1
5963,3,0.21,0.24,0.3,0.34,0.4,2
5964,3,0.23,0.28,0.31,0.41,0.46,1
5965,1,0.29,0.36,0.39,0.48,0.53,1
5966,4,0.2,0.22,0.25,0.32,0.36,1
5967,3,0.18,0.23,0.31,0.35,0.38,1
5968,5,0.12,0.16,0.2,0.25,0.31,1
5969,1,0.3,0.35,0.41,0.48,0.53,1
5970,3,0.2,0.26,0.3,0.33,0.37,1
5971,2,0.27,0.31,0.35,0.4,0.47,1
5972,4,0.15,0.19,0.26,0.29,0.33,1
5973,3,0.23,0.28,0.31,0.35,0.42,1
5974,5,0.15,0.19,0.22,0.27,0.32,1
5975,1,0.31,0.34,0.39,0.46,0.54,1
5976,5,0.13,0.18,0.23,0.27,0.31,2
5977,3,0.22,0.25,0.29,0.32,0.39,1
5978,4,0.17,0.21,0.25,0.31,0.32,1
5979,1,0.29,0.35,0.41,0.47,0.53,1
5980,2,0.25,0.3,0.33,0.38,0.44,1
5981,5,0.14,0.15,0.19,0.23,0.28,1
5982,3,0.22,0.27,0.32,0.37,0.39,1
5983,4,0.18,0.2,0.24,0.28,0.33,1
5984,4,0.17,0.21,0.24,0.28,0.32,1
5985,5,0.12,0.15,0.19,0.23,0.28,2
5986,2,0.25,0.28,0.34,0.41,0.47,1
5987,2,0.24,0.29,0.32,0.36,0.41,1
5988,5,0.13,0.17,0.23,0.27,0.31,1
5989,4,0.18,0.21,0.24,0.3,0.34,1
5990,1,0.28,0.33,0.38,0.43,0.52,1
5991,5,0.16,0.19,0.23,0.28,0.31,1
5992,1,0.32,0.37,0.43,0.52,0.6,1
5993,1,0.31,0.37,0.4,0.46,0.53,1
5994,4,0.14,0.18,0.23,0.28,0.33,1
5995,4,0.15,0.22,0.27,0.3,0.37,1
5996,1,0.32,0.39,0.47,0.51,0.55,1
5997,4,0.16,0.18,0.22,0.28,0.34,1
5998,1,0.29,0.32,0.36,0.44,0.52,1
5999,4,0.12,0.17,0.22,0.29,0.35,1
6000,3,0.23,0.26,0.29,0.35,0.41,1
6001,4,0.17,0.2,0.24,0.28,0.34,1
6002,2,0.26,0.28,0.36,0.43,0.46,1
6003,2,0.25,0.32,0.38,0.46,0.5,1
6004,3,0.18,0.24,0.29,0.34,0.4,1
6005,2,0.28,0.3,0.37,0.44,0.49,1
6006,4,0.15,0.19,0.26,0.28,0.32,1
6007,1,0.29,0.36,0.42,0.46,0.53,1
6008,4,0.19,0.23,0.25,0.32,0.35,1
6009,1,0.29,0.34,0.38,0.49,0.57,1
6010,3,0.17,0.22,0.28,0.33,0.4,2
6011,2,0.26,0.31,0.38,0.44,0.5,1
6012,3,0.22,0.25,0.29,0.38,0.47,1
6013,2,0.25,0.31,0.38,0.43,0.45,1
6014,4,0.16,0.18,0.22,0.29,0.33,1
6015,2,0.25,0.29,0.37,0.44,0.47,1
6016,1,0.32,0.35,0.38,0.43,0.48,1
6017,4,0.16,0.2,0.25,0.32,0.38,1
6018,3,0.2,0.24,0.28,0.33,0.39,1
6019,1,0.29,0.32,0.39,0.41,0.48,1
6020,3,0.23,0.27,0.32,0.36,0.41,1
6021,2,0.26,0.31,0.37,0.42,0.51,1
6022,1,0.3,0.37,0.42,0.47,0.54,1
6023,1,0.31,0.34,0.43,0.49,0.54,1
6024,5,0.13,0.16,0.19,0.24,0.28,1
6025,3,0.22,0.26,0.3,0.36,0.44,1
6026,4,0.17,0.21,0.25,0.3,0.37,1
6027,5,0.12,0.18,0.19,0.24,0.32,1
6028,4,0.17,0.2,0.24,0.32,0.39,1
6029,2,0.28,0.31,0.4,0.45,0.52,2
6030,1,0.28,0.34,0.41,0.48,0.56,1
6031,5,0.13,0.16,0.2,0.27,0.31,1
6032,5,0.14,0.18,0.2,0.24,0.3,1
6033,1,0.31,0.35,0.43,0.49,0.54,1
6034,4,0.14,0.18,0.24,0.3,0.35,1
6035,3,0.19,0.25,0.32,0.37,0.42,1
6036,4,0.16,0.21,0.27,0.32,0.38,1
6037,5,0.11,0.15,0.2,0.24,0.31,1
6038,5,0.1,0.13,0.17,0.22,0.29,1
6039,2,0.26,0.28,0.33,0.37,0.45,2
6040,5,0.11,0.12,0.17,0.24,0.29,1
6041,4,0.17,0.21,0.26,0.28,0.36,3
6042,2,0.26,0.3,0.34,0.43,0.5,1
6043,1,0.28,0.33,0.37,0.4,0.46,1
6044,3,0.21,0.24,0.28,0.33,0.37,1
6045,5,0.11,0.16,0.2,0.23,0.28,1
6046,4,0.16,0.19,0.21,0.28,0.34,1
6047,1,0.29,0.33,0.39,0.44,0.49,1
6048,2,0.26,0.3,0.36,0.43,0.49,2
6049,1,0.31,0.39,0.46,0.48,0.53,1
6050,1,0.29,0.35,0.42,0.47,0.51,1
6051,4,0.18,0.22,0.27,0.3,0.36,1
6052,1,0.31,0.37,0.44,0.49,0.58,1
6053,3,0.21,0.26,0.32,0.36,0.46,1
6054,4,0.18,0.23,0.26,0.3,0.37,1
6055,2,0.25,0.29,0.34,0.4,0.46,2
6056,1,0.28,0.35,0.43,0.48,0.53,1
6057,4,0.19,0.21,0.24,0.28,0.34,1
6058,4,0.14,0.19,0.27,0.32,0.37,1
6059,4,0.18,0.22,0.26,0.3,0.35,1
6060,4,0.17,0.2,0.24,0.29,0.33,1
6061,5,0.14,0.16,0.19,0.24,0.32,1
6062,4,0.23,0.26,0.27,0.29,0.35,1
6063,1,0.3,0.38,0.43,0.48,0.54,1
6064,2,0.27,0.3,0.37,0.44,0.49,1
6065,1,0.3,0.38,0.44,0.47,0.53,1
6066,1,0.31,0.38,0.43,0.46,0.51,1
6067,2,0.26,0.32,0.39,0.45,0.49,2
6068,2,0.25,0.3,0.34,0.39,0.44,1
6069,3,0.18,0.22,0.29,0.36,0.39,1
6070,4,0.16,0.21,0.23,0.28,0.34,1
6071,3,0.2,0.25,0.32,0.37,0.44,1
6072,1,0.3,0.36,0.42,0.45,0.53,1
6073,2,0.27,0.31,0.37,0.47,0.5,1
6074,4,0.15,0.19,0.22,0.28,0.33,1
6075,2,0.24,0.29,0.36,0.41,0.47,1
6076,4,0.17,0.21,0.25,0.29,0.35,1
6077,1,0.31,0.35,0.4,0.45,0.53,1
6078,1,0.3,0.34,0.38,0.4,0.43,1
6079,3,0.2,0.23,0.28,0.32,0.36,1
6080,2,0.2,0.28,0.34,0.39,0.4,1
6081,4,0.15,0.2,0.27,0.32,0.35,1
6082,4,0.17,0.22,0.25,0.3,0.37,1
6083,2,0.26,0.32,0.36,0.4,0.47,1
6084,1,0.29,0.33,0.37,0.44,0.51,1
6085,2,0.24,0.3,0.33,0.4,0.45,1
6086,4,0.18,0.23,0.24,0.3,0.34,1
6087,3,0.17,0.23,0.29,0.33,0.4,1
6088,3,0.18,0.23,0.3,0.35,0.41,1
6089,5,0.16,0.19,0.24,0.26,0.28,1
6090,4,0.21,0.24,0.26,0.31,0.35,1
6091,1,0.31,0.37,0.43,0.5,0.54,1
6092,4,0.16,0.18,0.22,0.29,0.31,1
6093,4,0.17,0.21,0.25,0.29,0.35,1
6094,1,0.32,0.36,0.42,0.46,0.52,1
6095,2,0.24,0.29,0.35,0.37,0.4,1
6096,5,0.12,0.15,0.19,0.23,0.29,1
6097,2,0.22,0.28,0.36,0.45,0.51,1
6098,3,0.22,0.26,0.3,0.32,0.38,1
6099,3,0.22,0.26,0.31,0.36,0.43,1
6100,2,0.27,0.31,0.36,0.37,0.41,1
6101,1,0.28,0.34,0.4,0.49,0.52,1
6102,4,0.16,0.2,0.23,0.31,0.34,1
6103,4,0.15,0.19,0.25,0.28,0.33,1
6104,1,0.29,0.34,0.38,0.43,0.5,1
6105,3,0.21,0.23,0.29,0.35,0.4,1
6106,2,0.24,0.29,0.35,0.44,0.51,1
6107,4,0.17,0.18,0.22,0.29,0.33,1
6108,5,0.15,0.17,0.21,0.25,0.31,1
6109,3,0.18,0.24,0.3,0.36,0.41,1
6110,5,0.14,0.16,0.21,0.27,0.32,1
6111,1,0.29,0.35,0.39,0.44,0.49,1
6112,2,0.24,0.3,0.36,0.41,0.47,1
6113,4,0.18,0.22,0.28,0.31,0.34,1
6114,1,0.3,0.35,0.41,0.49,0.57,1
6115,1,0.32,0.39,0.44,0.49,0.52,1
6116,5,0.15,0.18,0.24,0.28,0.31,1
